,Team,First date home stadium open to fans,County(s),State,% fans,Counties,State.1,% fans.1,Unnamed: 8,Stadium_Counties,Donor_Counties
54,Cleveland,,,,,trumbull,OH,1.46,,"[nan, 'cuyahoga']","['noble', 'fulton', 'williams', 'carroll', 'athens', 'harrison', 'guernsey', 'paulding', 'wayne', 'seneca', 'marion', 'tuscarawas', 'jefferson', 'fairfield', 'preble', 'logan', 'jackson', 'miami', 'holmes', 'wood', 'washington', 'delaware', 'ottawa', 'morrow', 'mercer', 'huron', 'ashland', 'hocking', 'erie', 'putnam', 'monroe', 'vinton', 'sandusky', 'perry', 'ross', 'pike', 'hancock', 'champaign', 'belmont', 'union', 'auglaize', 'pickaway', 'crawford', 'darke', 'coshocton', 'columbiana', 'allen', 'henry', 'clark', 'madison', 'van wert', 'morgan', 'muskingum', 'clinton', 'lucas', 'defiance', 'ashtabula', 'adams', 'licking', 'hardin', 'lawrence', 'gallia', 'wyandot', 'highland', 'meigs', 'brown', 'richland', 'knox', 'fayette', 'shelby', 'scioto']"
55,Dallas,9/20/2020,dallas,TX,15.18,collin,TX,6.26,"June 16, 2020: Texas added a backlog of 1,476 cases from prison inmates in Anderson and Brazoria Counties.

Sept. 21, 2020: Texas added a backlog of many cases.

Dec. 11, 2020: Texas began reporting probable cases, resulting in a one-day increase.","['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
56,Dallas,,tarrant,TX,11.92,denton,TX,6.05,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
57,Dallas,,,,,bexar,TX,2.25,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
58,Dallas,,,,,travis,TX,1.67,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
59,Dallas,,,,,el paso,TX,1.57,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
60,Dallas,,,,,ector,TX,1.44,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
61,Dallas,,,,,harris,TX,1.27,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
62,Dallas,,,,,los angeles,CA,1.25,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
63,Dallas,,,,,maricopa,AZ,1.19,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
64,Dallas,,,,,hidalgo,TX,1.02,,"['tarrant', nan, 'dallas']","['henderson', 'willacy', 'houston', 'frio', 'hunt', 'bastrop', 'wise', 'tom green', 'ochiltree', 'kaufman', 'liberty', 'coke', 'gonzales', 'rusk', 'atascosa', 'wilbarger', 'carson', 'leon', 'lee', 'washington', 'zavala', 'cochran', 'live oak', 'ellis', 'hartley', 'san augustine', 'haskell', 'walker', 'medina', 'hall', 'falls', 'burnet', 'andrews', 'hansford', 'crane', 'castro', 'coryell', 'montague', 'childress', 'jim wells', 'nacogdoches', 'parmer', 'erath', 'smith', 'comanche', 'wheeler', 'schleicher', 'red river', 'mason', 'waller', 'bosque', 'anderson', 'cass', 'san jacinto', 'real', 'victoria', 'hale', 'grayson', 'san patricio', 'cameron', 'kerr', 'brown', 'austin', 'clay', 'fisher', 'deaf smith', 'caldwell', 'jones', 'wilson', 'harrison', 'hays', 'sabine', 'trinity', 'dimmit', 'brazos', 'runnels', 'dallam', 'grimes', 'lavaca', 'hamilton', 'polk', 'taylor', 'nolan', 'concho', 'terry', 'freestone', 'johnson', 'goliad', 'crosby', 'coleman', 'yoakum', 'ward', 'webb', 'upton', 'starr', 'aransas', 'bailey', 'howard', 'brewster', 'williamson', 'young', 'martin', 'orange', 'hudspeth', 'maverick', 'angelina', 'san saba', 'randall', 'gregg', 'chambers', 'rains', 'callahan', 'panola', 'marion', 'zapata', 'presidio', 'jack', 'nueces', 'wood', 'franklin', 'reagan', 'palo pinto', 'swisher', 'bell', 'lubbock', 'mitchell', 'sutton', 'milam', 'mcculloch', 'van zandt', 'archer', 'reeves', 'jim hogg', 'garza', 'floyd', 'bandera', 'rockwall', 'potter', 'scurry', 'somervell', 'cooke', 'cherokee', 'tyler', 'parker', 'hood', 'comal', 'hill', 'lynn', 'karnes', 'gillespie', 'la salle', 'guadalupe', 'eastland', 'lampasas', 'shelby', 'colorado', 'winkler', 'moore', 'dewitt', 'bowie', 'midland', 'gaines', 'collingsworth', 'brooks', 'lamb', 'kimble', 'titus', 'duval', 'val verde', 'bee', 'pecos', 'hutchinson', 'jackson', 'hardeman', 'blanco', 'baylor', 'camp', 'upshur', 'kleberg', 'morris', 'newton', 'limestone', 'llano', 'stephens', 'hopkins', 'jasper', 'hockley', 'crockett', 'wichita', 'madison', 'fannin', 'navarro', 'burleson', 'lipscomb', 'wharton', 'kendall', 'mclennan', 'gray', 'matagorda', 'hardin', 'donley', 'mills', 'robertson', 'hemphill', 'calhoun', 'uvalde', 'fayette', 'lamar', 'culberson', 'dawson', 'refugio']"
65,Denver,9/27/2020,denver,CO,14.95,jefferson,CO,8.93,"April 24, 2020: Colorado added a number of cases from a testing backlog.","[nan, 'arapahoe', 'denver']","['huerfano', 'rio grande', 'prowers', 'conejos', 'rio blanco', 'park', 'crowley', 'san miguel', 'pueblo', 'kit carson', 'gunnison', 'fremont', 'moffat', 'logan', 'montrose', 'bent', 'routt', 'washington', 'phillips', 'summit', 'chaffee', 'mesa', 'las animas', 'archuleta', 'elbert', 'morgan', 'teller', 'yuma', 'garfield', 'otero', 'delta', 'montezuma', 'lincoln', 'alamosa', 'la plata', 'lake', 'grand', 'saguache', 'clear creek', 'pitkin', 'eagle']"
